CustomerID,Products0,Products1,Products2,Products3,Products4,PurchaseCount,PurchaseMin,PurchaseMax,PurchaseMean,PurchaseSum,Foreign
12471.0,3421.44,106.58999999999999,14047.21,172.55,993.13,531,-229.95,876.0,35.29363465160075,18740.92,1
12472.0,912.75,65.75999999999999,4329.96,260.74,660.27,391,-25.5,126.0,15.932173913043478,6229.48,1
12473.0,370.92,59.16,2050.3599999999997,173.74,194.05,179,-549.34,549.34,15.911899441340783,2848.23,1
12474.0,1186.3200000000002,32.16,4643.62,302.52,951.85,457,-51.0,72.0,15.572144420131291,7116.47,1
12475.0,65.45,0.0,501.53,0.0,156.4,36,4.0,54.0,20.093888888888888,723.38,1
12476.0,693.8100000000001,58.35000000000001,5170.03,432.72,191.67,264,-24.75,198.0,24.797651515151514,6546.58,1
12477.0,1238.7,665.34,6407.62,1448.77,3356.58,308,-70.8,390.0,42.58769480519481,13117.01,1
12478.0,137.15,0.0,466.89,17.85,59.1,36,5.04,135.0,18.91638888888889,680.99,1
12479.0,151.15,0.0,237.56,17.34,71.25,35,-20.0,54.0,13.637142857142857,477.3,1
12480.0,488.95000000000005,40.5,2416.37,186.91,148.9,154,2.5,316.79999999999995,21.309285714285714,3281.63,1
12481.0,937.0600000000001,25.0,3768.62,463.58,396.59999999999997,218,-5.46,144.0,25.646146788990823,5590.86,1
12483.0,186.60000000000002,16.919999999999998,1763.71,23.400000000000002,336.5,81,-80.0,200.0,28.73,2327.13,1
12484.0,459.98,201.57000000000002,3257.97,363.5,212.25,350,-25.5,196.0,12.843628571428573,4495.27,1
12488.0,355.35,0.0,751.96,0.0,191.35,55,4.5600000000000005,84.75,23.612000000000002,1298.66,1
12489.0,101.65,0.0,166.82999999999998,0.0,66.44999999999999,15,9.899999999999999,36.0,22.328666666666667,334.93,1
12490.0,734.7900000000001,35.400000000000006,3146.58,231.8,1269.3600000000001,245,4.5600000000000005,171.84,22.114,5417.93,1
12491.0,67.95,0.0,335.65000000000003,32.7,24.1,26,8.5,46.800000000000004,17.70769230769231,460.40000000000003,1
12492.0,17.700000000000003,0.0,222.01000000000002,0.0,23.5,20,5.04,23.4,13.160500000000003,263.21000000000004,1
12493.0,0.0,0.0,387.59,12.7,16.5,23,-16.95,36.0,18.121304347826086,416.79,1
12494.0,128.4,0.0,845.11,14.639999999999999,151.2,84,-39.8,39.8,13.563690476190478,1139.3500000000001,1
12497.0,0.0,0.0,603.0,0.0,440.1,14,20.4,177.60000000000002,74.50714285714285,1043.1,1
12498.0,0.0,47.400000000000006,288.05,50.550000000000004,17.700000000000003,23,8.5,36.0,17.55217391304348,403.70000000000005,1
12500.0,15.0,426.77,3274.18,23.4,466.91999999999996,65,-18.0,624.0,64.71184615384617,4206.27,1
12501.0,340.33,44.03,1072.91,45.480000000000004,586.9300000000001,160,-30.0,144.0,13.0605,2089.68,1
12502.0,132.85,74.1,3075.67,88.3,352.95,147,4.2,196.0,25.332448979591835,3723.87,1
12503.0,0.0,0.0,-1126.0,0.0,0.0,1,-1126.0,-1126.0,-1126.0,-1126.0,1
12504.0,0.0,0.0,114.0,0.0,0.0,15,-131.39999999999998,131.39999999999998,7.6,114.0,1
12505.0,0.0,0.0,-4.5,0.0,0.0,1,-4.5,-4.5,-4.5,-4.5,1
12506.0,24.65,0.0,30.0,15.9,2.95,23,0.85,7.95,3.1956521739130435,73.5,1
12507.0,818.5,25.200000000000003,414.36,0.0,0.0,23,-46.75,208.79999999999998,54.69826086956522,1258.06,1
12508.0,81.6,77.97,197.35,0.0,41.35,69,0.39,20.23,5.772028985507246,398.27,1
12509.0,34.0,0.0,142.5,0.0,0.0,7,8.5,49.5,25.214285714285715,176.5,1
12510.0,0.0,0.0,792.0699999999999,15.0,175.5,33,8.5,162.72,29.774848484848484,982.5699999999999,1
12512.0,19.9,5.9,78.33,5.0,28.9,34,0.95,10.5,4.059705882352941,138.03,1
12513.0,71.03999999999999,0.0,455.75,19.799999999999997,40.2,36,-25.5,54.0,16.299722222222222,586.79,1
12514.0,154.6,0.0,815.58,0.0,47.5,51,8.5,59.699999999999996,19.954509803921567,1017.68,1
12515.0,38.25,0.0,345.45,0.0,0.0,16,9.0,105.0,23.98125,383.7,1
12516.0,7.800000000000001,0.0,786.46,245.6,272.2,26,7.800000000000001,104.0,50.46384615384615,1312.06,1
12517.0,419.79,65.25,1593.07,82.32,304.46,286,-19.799999999999997,90.0,8.618496503496504,2464.89,1
12518.0,335.75,25.200000000000003,1642.22,20.4,33.31999999999999,124,5.04,54.0,16.58782258064516,2056.89,1
12519.0,17.700000000000003,37.14,217.39999999999998,0.0,68.6,18,10.0,54.0,18.935555555555553,340.84,1
12520.0,425.23,19.799999999999997,1528.58,36.589999999999996,572.31,155,-25.5,90.0,16.66135483870968,2582.51,1
12521.0,32.4,55.14,380.95,92.64,38.55,38,5.04,54.0,15.781052631578946,599.68,1
12522.0,17.700000000000003,53.76,69.07,32.19,20.0,12,4.0,20.0,16.06,192.72,1
12523.0,193.8,96.6,1079.67,86.80000000000001,288.7,110,-25.0,39.6,15.868818181818181,1745.57,1
12524.0,708.78,0.0,2970.2999999999997,38.25,768.39,144,2.88,152.64000000000001,31.150833333333335,4485.72,1
12526.0,276.99,0.0,848.62,41.6,149.45,71,4.68,72.0,18.54450704225352,1316.66,1
12527.0,17.700000000000003,0.0,292.51000000000005,0.0,38.5,18,5.04,50.400000000000006,19.37277777777778,348.71000000000004,1
12528.0,151.95,0.0,1594.73,0.0,175.6,95,-5.0,59.400000000000006,20.234526315789473,1922.28,1
12530.0,64.8,0.0,1215.25,34.68,308.90000000000003,68,-20.8,139.8,23.876911764705884,1623.63,1
12531.0,20.15,2.5,67.67,29.95,4.949999999999999,17,0.85,29.95,7.365882352941177,125.22,1
12532.0,67.5,25.200000000000003,168.3,88.83000000000001,0.0,16,9.36,45.0,21.864375000000003,349.83000000000004,1
12534.0,78.2,102.89999999999999,769.38,13.6,125.1,63,6.8,108.0,17.28857142857143,1089.18,1
12535.0,104.7,79.80000000000001,399.35,19.8,112.69999999999999,34,10.2,44.550000000000004,21.069117647058825,716.35,1
12536.0,927.65,105.25999999999999,2123.02,303.59,647.3,273,-8322.12,4161.06,15.043296703296702,4106.82,1
12538.0,109.65,0.0,210.92,17.4,25.98,21,5.04,39.8,17.33095238095238,363.95,1
12539.0,971.4599999999999,45.0,2016.7,377.84,441.5,274,-1715.85,178.5,14.06021897810219,3852.5,1
12540.0,1464.93,181.96,9511.92,872.77,1277.46,481,-65.69999999999999,224.0,27.669521829521827,13309.039999999999,1
12541.0,132.34,0.0,461.36,108.34,279.14,52,6.64,84.0,18.868846153846153,981.18,1
12544.0,33.400000000000006,0.0,287.26,35.040000000000006,0.0,20,-17.0,56.0,17.785,355.7,1
12545.0,244.79999999999998,0.0,740.59,0.0,15.0,50,10.2,84.0,20.0078,1000.39,1
12546.0,152.16,0.0,887.38,33.86,68.1,70,-20.0,84.0,16.307142857142857,1141.5,1
12547.0,0.0,40.8,146.6,0.0,20.4,8,20.4,30.599999999999998,25.974999999999998,207.79999999999998,1
12548.0,67.19999999999999,0.0,28.0,0.0,0.0,5,15.0,28.0,19.04,95.19999999999999,1
12550.0,176.34,0.0,710.6899999999999,52.150000000000006,25.650000000000002,57,4.5600000000000005,140.0,16.92684210526316,964.83,1
12551.0,0.0,0.0,136.0,0.0,32.0,10,12.5,19.5,16.8,168.0,1
12552.0,19.8,9.95,260.37,38.25,109.45,20,9.95,120.0,21.891,437.82,1
12553.0,227.45000000000002,0.0,2248.57,245.4,930.8299999999999,196,-19.799999999999997,108.0,18.633928571428573,3652.25,1
12556.0,23.89,113.95,361.57,69.4,34.9,121,0.29,23.6,4.989338842975207,603.71,1
12557.0,2928.96,0.0,7609.5599999999995,0.0,1452.44,33,27.2,1350.0,363.36242424242425,11990.960000000001,1
12558.0,0.0,0.0,-6.217248937900877e-15,-8.881784197001252e-16,0.0,22,-74.88,74.88,4.844609562000683e-16,1.0658141036401503e-14,1
12559.0,201.25,0.0,314.26,0.0,20.7,22,-25.5,106.2,24.37318181818182,536.21,1
12560.0,349.19,29.700000000000003,1374.42,215.28,132.8,111,-10.08,144.0,18.93144144144144,2101.39,1
12561.0,37.2,0.0,150.95,0.0,50.7,16,10.2,23.6,14.928125,238.85,1
12562.0,354.25,0.0,2746.44,350.21000000000004,330.84000000000003,168,5.04,171.84,22.510357142857146,3781.7400000000002,1
12564.0,125.85,0.0,315.15,0.0,15.9,21,15.9,54.0,21.757142857142856,456.9,1
12565.0,0.0,0.0,131.17,0.0,0.0,10,-14.75,19.799999999999997,13.116999999999999,131.17,1
12566.0,69.5,18.72,245.98,0.0,12.5,20,-4.95,54.0,17.335,346.7,1
12567.0,1060.46,137.52,6187.95,287.93,1441.08,463,-33.0,171.8,19.686695464362852,9114.94,1
12569.0,349.08,86.34,3161.61,15.0,452.96000000000004,191,-23.700000000000003,126.0,21.282670157068065,4064.9900000000002,1
12571.0,62.61,9.959999999999999,266.54,23.400000000000002,157.1,34,6.84,30.0,15.28264705882353,519.61,1
12572.0,35.7,24.93,768.15,82.28999999999999,93.65,62,-12.75,54.0,16.205161290322582,1004.72,1
12573.0,0.0,29.1,115.45,2.09,13.9,28,0.42,35.400000000000006,5.733571428571429,160.54000000000002,1
12574.0,29.85,0.0,188.60000000000002,0.0,0.0,11,14.850000000000001,36.0,19.85909090909091,218.45,1
12576.0,181.0,115.14999999999999,866.43,54.599999999999994,89.8,89,-8.850000000000001,34.8,14.685168539325844,1306.98,1
12577.0,46.67,49.76,441.51,46.96,10.5,148,-62.400000000000006,31.200000000000003,4.022972972972973,595.4,1
12578.0,307.56,100.02000000000001,1974.12,200.9,170.76,120,-11.25,196.0,22.944666666666667,2753.36,1
12579.0,0.0,17.700000000000003,294.02,20.4,78.6,31,-18.0,54.0,13.249032258064517,410.72,1
12580.0,0.0,0.0,379.9,20.8,15.0,24,8.5,36.0,17.320833333333333,415.7,1
12581.0,62.7,30.0,84.85,9.959999999999999,10.2,15,7.9,19.799999999999997,13.180666666666667,197.71,1
12582.0,121.22,0.0,310.9,0.0,79.24,22,10.0,120.0,23.243636363636366,511.36,1
12583.0,1105.74,0.0,4187.26,421.6,1472.74,251,-60.839999999999996,132.8,28.634820717131475,7187.34,1
12584.0,395.8,129.8,895.5,261.5,211.35000000000002,126,-89.55,91.80000000000001,15.031349206349207,1893.95,1
12585.0,369.4,0.0,1458.57,40.650000000000006,114.19,97,-17.0,138.24,20.441340206185565,1982.81,1
12586.0,84.36000000000001,35.400000000000006,47.480000000000004,12.7,0.0,12,-17.0,33.2,14.995000000000003,179.94000000000003,1
12587.0,0.0,0.0,144.0,0.0,0.0,4,20.8,41.6,36.0,144.0,1
12588.0,14.850000000000001,29.999999999999996,137.2,0.0,32.849999999999994,10,10.2,40.0,21.49,214.89999999999998,1
12589.0,146.28,17.4,406.1,0.0,76.9,35,6.64,54.0,18.47657142857143,646.68,1
12590.0,1558.46,39.599999999999994,5958.72,0.0,2304.6,70,-1.44,523.0,140.87685714285712,9861.38,1
12591.0,63.89999999999999,60.3,281.1,29.85,17.700000000000003,26,9.899999999999999,84.0,17.41730769230769,452.84999999999997,1
12592.0,0.0,0.0,412.1,0.0,25.5,18,8.5,33.0,24.311111111111114,437.6,1
12593.0,0.0,0.0,378.5,0.0,39.599999999999994,21,10.5,39.5,19.909523809523808,418.09999999999997,1
12594.0,423.45000000000005,0.0,2782.31,0.0,114.46000000000001,119,-18.0,85.92,27.901008403361345,3320.2200000000003,1
12596.0,78.60000000000001,0.0,472.12,15.9,51.65,27,3.3600000000000003,112.0,22.898888888888887,618.27,1
12597.0,448.04,302.0,2575.48,97.41,260.2,214,-21.9,280.0,17.21088785046729,3683.13,1
12598.0,482.69,0.0,2188.59,80.7,250.7,133,-20.4,108.0,22.57654135338346,3002.68,1
12599.0,44.6,0.0,384.22,65.16,538.6,62,7.800000000000001,60.0,16.654516129032256,1032.58,1
12600.0,28.92,39.12,964.25,36.8,1511.95,65,-18.0,237.60000000000002,39.70830769230769,2581.04,1
12601.0,93.0,16.8,427.06,17.700000000000003,15.0,29,-7.5,75.60000000000001,19.64,569.5600000000001,1
12602.0,20.8,0.0,93.42,38.9,0.0,12,8.4,23.9,12.76,153.12,1
12603.0,0.0,0.0,739.1999999999999,0.0,0.0,3,0.0,613.1999999999999,246.39999999999998,739.1999999999999,1
12604.0,72.98,0.0,136.8,0.0,44.400000000000006,16,6.64,30.0,15.88625,254.18,1
12605.0,-3.3,-4.2,0.0,0.0,0.0,3,-4.2,-1.65,-2.5,-7.5,1
12607.0,-2.6645352591003757e-15,0.0,3.552713678800501e-15,0.0,-1.7763568394002505e-15,202,-39.6,39.6,1.75876914792104e-17,3.552713678800501e-15,1
12609.0,126.60000000000001,30.0,847.8199999999999,52.36,70.07,60,4.5600000000000005,90.0,18.78083333333333,1126.85,1
12610.0,271.1,303.5,1306.59,0.0,176.8,111,-25.5,160.0,18.54045045045045,2057.99,1
12611.0,290.13,66.64,645.92,78.27,112.36,65,5.04,144.0,18.35876923076923,1193.32,1
12612.0,0.0,0.0,521.64,0.0,121.95000000000002,21,-48.65,62.550000000000004,30.64714285714286,643.59,1
12613.0,700.58,14.850000000000001,1936.43,175.12,392.0,163,-43.8,126.0,19.748343558282208,3218.98,1
12614.0,39.8,11.9,263.9,0.0,0.0,20,9.95,22.95,15.780000000000001,315.6,1
12615.0,256.8,85.32000000000001,1435.57,67.1,446.4,105,5.04,171.84,21.820857142857143,2291.19,1
12616.0,90.10000000000001,0.0,400.29999999999995,15.0,151.85,36,-29.849999999999998,63.6,18.256944444444443,657.25,1
12617.0,13.75,50.89,213.99,46.800000000000004,30.1,42,0.85,28.900000000000002,8.465,355.53,1
12618.0,29.700000000000003,10.2,85.96000000000001,17.85,33.6,11,9.959999999999999,40.0,16.11909090909091,177.31,1
12619.0,1446.3999999999999,15.299999999999999,1490.26,164.0,98.85,95,-389.68,389.68,33.840105263157895,3214.81,1
12620.0,109.1,80.37,788.9399999999999,54.38,306.62,92,4.5600000000000005,40.0,14.558804347826088,1339.41,1
12621.0,2669.78,0.0,9630.61,505.31,806.37,474,-17.700000000000003,350.4,28.717447257383967,13612.07,1
12622.0,49.949999999999996,0.0,130.15,0.0,0.0,11,10.2,25.5,16.37272727272727,180.1,1
12623.0,37.5,0.0,171.6,0.0,96.0,18,6.8,39.0,16.950000000000003,305.1,1
12624.0,34.65,39.900000000000006,423.73,17.85,125.0,38,5.04,36.0,16.87184210526316,641.13,1
12625.0,281.1,0.0,2110.18,67.44,155.6,91,-39.599999999999994,175.2,28.72879120879121,2614.32,1
12626.0,1200.96,24.96,3859.08,469.75,833.6,307,-68.0,144.0,20.808957654723127,6388.35,1
12627.0,376.65000000000003,49.8,3230.52,226.9,594.66,230,4.0,108.0,19.47186956521739,4478.53,1
12628.0,206.15,0.0,393.78,159.18,10.5,43,-11.9,50.0,17.897906976744185,769.61,1
12630.0,112.36,169.71,851.8199999999999,88.49,48.5,64,6.959999999999999,120.0,19.8575,1270.88,1
12631.0,75.3,0.0,435.46,44.54,85.2,31,6.8,160.0,20.661290322580644,640.5,1
12633.0,331.96000000000004,17.700000000000003,1305.44,39.3,446.22999999999996,103,-20.8,214.20000000000002,20.782815533980585,2140.63,1
12635.0,326.09000000000003,77.3,1179.52,62.339999999999996,43.92999999999999,101,2.88,126.0,16.724554455445546,1689.18,1
12637.0,664.8100000000001,1.65,4039.61,344.76,902.42,394,-54.0,108.0,15.10977157360406,5953.25,1
12638.0,44.74,18.96,496.09000000000003,68.1,43.8,39,5.04,160.0,17.222820512820515,671.69,1
12639.0,80.65,25.200000000000003,355.95,0.0,24.3,22,7.800000000000001,120.0,22.095454545454547,486.1,1
12640.0,32.4,32.25,926.53,40.6,142.8,53,5.04,90.0,22.16188679245283,1174.58,1
12641.0,0.0,0.0,143.55,31.85,10.5,10,10.5,40.0,18.59,185.9,1
12642.0,101.72999999999999,28.400000000000002,533.43,168.76,180.94,47,4.68,93.6,21.558723404255318,1013.26,1
12643.0,0.0,0.0,2366.64,0.0,978.0,24,2.0,835.1999999999999,139.35999999999999,3344.64,1
12644.0,191.33,0.0,201.74,13.200000000000001,71.64,31,6.64,30.0,15.416451612903227,477.91,1
12645.0,515.0400000000001,0.0,941.9399999999999,215.3,83.1,74,-19.799999999999997,70.80000000000001,23.721351351351352,1755.38,1
12646.0,433.72,0.0,659.87,17.34,236.04000000000002,45,10.4,81.36,29.932666666666666,1346.97,1
12647.0,283.42,88.25,2124.6,116.25,1057.4,128,-17.0,139.2,28.67125,3669.92,1
